benchmark,solver,status,result,time_real,time_cpu,memory
2019/goel/industry/mul9/mul9.aig,ric3,ok,sat,73.45470502600074,1173.845619936,2246.086656
2019/goel/industry/mul9/mul9.aig,supercar,ok,sat,800.7977847615257,11947.146028064,4348.125184
2019/goel/industry/mul9/mul9.aig,fric3,ok,unknown,0.07721934374421835,0.077139378,9.555968
2019/goel/industry/mul9/mul9.aig,ncip-minicraig,mo,none,2693.8810937236995,2700.408596663,120000.0
2019/goel/industry/mul9/mul9.aig,voiraig,to,none,3601.001286249608,3599.781544223,238.272512
2019/goel/industry/mul9/mul9.aig,ncip-cadicraig,to,none,3601.0014559989795,3606.694862608,115000.64768
2019/goel/industry/mul9/mul9.aig,ncip-portfolio,mo,none,1583.063929112628,4749.028380504,120000.0
2019/goel/industry/mul9/mul9.aig,mc-zhulf,to,none,3601.00159174297,17996.279773863,3548.717056
2019/goel/industry/mul9/mul9.aig,pavy,to,none,3601.0016223127022,35953.404912588,15222.411264
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,voiraig,ok,unsat,0.01529541052877903,0.010435391,1.69984
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ncip-minicraig,ok,unsat,0.022374078631401062,0.016985773,2.363392
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ncip-portfolio,ok,unsat,0.0226022619754076,0.03577494,7.53664
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,fric3,ok,unsat,0.08228915464133024,0.093184734,9.3184
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ric3,ok,unsat,0.027074902318418026,0.156121887,35.803136
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,pavy,ok,unsat,0.15157407615333796,0.300439698,50.819072
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,mc-zhulf,ok,unsat,0.9361180989071727,0.957162742,2441.695232
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ncip-cadicraig,ok,unsat,1.4389864727854729,1.428966609,124.239872
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,supercar,ok,unsat,2.7045202534645796,5.898838001,324.8128
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,voiraig,ok,sat,0.01039156224578619,0.007453132,1.396736
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ncip-cadicraig,ok,sat,0.013315003365278244,0.009747885,2.62144
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ncip-minicraig,ok,sat,0.016130252741277218,0.012359137,1.96608
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ncip-portfolio,ok,sat,0.01480399165302515,0.016302522,4.7104
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ric3,ok,sat,0.02322947420179844,0.163204341,39.759872
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,pavy,ok,sat,0.16225908417254686,0.299937235,34.930688
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,supercar,ok,sat,0.19524082075804472,0.388549498,118.071296
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,mc-zhulf,ok,sat,0.9365302631631494,0.929945247,2437.255168
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,fric3,ok,unknown,0.06627920549362898,0.074680143,9.142272
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ncip-minicraig,ok,sat,0.18093640822917223,0.177096768,31.502336
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ncip-cadicraig,ok,sat,0.2129862904548645,0.207951482,48.672768
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ncip-portfolio,ok,sat,0.2221341235563159,0.571404534,106.02496
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,pavy,ok,sat,0.318318422883749,1.034424623,229.842944
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ric3,ok,sat,0.14872213546186686,1.621502024,134.242304
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,supercar,ok,sat,0.6987320696935058,3.215850044,169.558016
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,mc-zhulf,ok,sat,0.971441094763577,4.017156726,2507.010048
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,fric3,ok,sat,4.066132192499936,4.074199822,18.587648
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,voiraig,ok,sat,6.3257046500220895,6.320364728,19.177472
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ric3,ok,sat,0.6827087868005037,10.137006529,552.894464
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,supercar,ok,sat,8.716536898165941,74.97104325,527.273984
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,mc-zhulf,ok,sat,322.9916842849925,1612.780466538,3685.94944
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,pavy,ok,sat,598.1866325605661,5523.400785562,10810.130432
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,fric3,ok,unknown,0.08968368265777826,0.10092364,13.262848
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,voiraig,to,none,3601.0019000843167,3600.158846013,82.321408
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ncip-minicraig,to,none,3601.001408772543,3600.394751663,7686.688768
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ncip-cadicraig,to,none,3601.0013578264043,3603.924691644,71687.548928
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ncip-portfolio,to,none,3601.0015129214153,10803.843477084,82671.919104
